experiment,size,mode,policy,length,templatesRequiringLength,minSlots,maxSlots,medianSlots,minCandidates,maxCandidates
"poolShort-fixedTemplates","13","en_to_ar","approved-only","4","18","4","15","9.5","325","325"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","5","18","2","9","5","324","324"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","6","15","1","4","2","324","324"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","9","6","1","2","1.5","94","94"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","10","6","1","4","1","24","24"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","13","7","1","3","1","2","2"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","7","12","1","3","1","324","324"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","8","8","1","4","1","180","180"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","11","2","1","1","1","16","16"
"poolShort-fixedTemplates","9","ar_to_en","compatibility","6","1","1","1","1","279","279"
"poolShort-fixedTemplates","11","ar_to_en","approved-only","8","4","1","2","1","167","167"
"poolShort-fixedTemplates","13","ar_to_en","compatibility","11","2","2","2","2","177","177"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","12","2","1","2","1.5","14","14"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","10","3","1","2","2","54","54"
"poolShort-fixedTemplates","13","en_to_ar","compatibility","12","2","1","2","1.5","172","172"
"poolShort-fixedTemplates","13","en_to_ar","approved-only","12","2","1","2","1.5","13","13"
"poolShort-fixedTemplates","13","ar_to_en","approved-only","11","1","1","1","1","28","28"
"poolLong-fixedTemplates","7","ar_to_en","approved-only","3","72","4","18","8","120","120"
"poolLong-fixedTemplates","7","ar_to_en","approved-only","7","72","4","6","4","219","219"
"poolLong-fixedTemplates","7","ar_to_en","approved-only","5","44","1","6","4","266","266"
"poolLong-fixedTemplates","7","ar_to_en","approved-only","4","25","2","4","4","269","269"
"poolLong-fixedTemplates","7","ar_to_en","approved-only","6","3","1","1","1","239","239"
"poolLong-fixedTemplates","9","ar_to_en","compatibility","3","72","8","24","18.5","279","279"
"poolLong-fixedTemplates","9","ar_to_en","compatibility","4","58","1","8","4","279","279"
"poolLong-fixedTemplates","9","ar_to_en","compatibility","5","69","1","7","3","279","279"
"poolLong-fixedTemplates","9","ar_to_en","compatibility","7","21","1","4","2","279","279"
"poolLong-fixedTemplates","9","ar_to_en","compatibility","9","72","4","7","4","1582","1582"
"poolLong-fixedTemplates","9","ar_to_en","compatibility","8","9","1","2","1","279","279"
"poolLong-fixedTemplates","11","ar_to_en","compatibility","3","72","13","36","19","217","217"
"poolLong-fixedTemplates","11","ar_to_en","compatibility","4","71","2","18","8","217","217"
"poolLong-fixedTemplates","11","ar_to_en","compatibility","5","60","1","14","5","217","217"
"poolLong-fixedTemplates","11","ar_to_en","compatibility","7","42","1","5","1","217","217"
"poolLong-fixedTemplates","11","ar_to_en","compatibility","11","72","4","6","4","678","678"
"poolLong-fixedTemplates","11","ar_to_en","compatibility","6","56","1","8","4","217","217"
"poolLong-fixedTemplates","11","ar_to_en","compatibility","9","11","1","2","1","217","217"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","3","72","13","30","19.5","120","120"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","4","72","1","20","7","269","269"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","5","64","1","12","4","266","266"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","6","64","1","9","4","239","239"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","7","45","1","5","2","219","219"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","11","72","4","6","4","28","28"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","10","2","2","2","2","54","54"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","9","6","1","2","2","78","78"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","3","72","18","47","29","177","177"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","4","72","2","24","9.5","178","178"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","5","68","1","14","6","178","178"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","6","66","1","10","4","178","178"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","7","55","1","6","2","178","178"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","13","72","4","5","4","192","192"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","9","21","1","2","1","178","178"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","8","29","1","6","2","178","178"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","10","2","1","1","1","177","177"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","12","3","1","1","1","177","177"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","3","72","16","46","30","120","120"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","4","70","2","24","8","269","269"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","5","70","1","16","6.5","266","266"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","6","60","1","12","4.5","239","239"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","7","47","1","5","2","219","219"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","13","72","4","6","4","8","8"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","8","36","1","4","1","167","167"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","9","20","1","4","1","78","78"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","2","18","26","52","42","172","172"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","3","18","10","32","15.5","172","172"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","4","18","4","15","9.5","173","173"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","5","18","2","9","5","173","173"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","6","15","1","4","2","173","173"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","9","6","1","2","1.5","172","172"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","10","6","1","4","1","172","172"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","13","7","1","3","1","103","103"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","7","12","1","3","1","173","173"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","8","8","1","4","1","173","173"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","11","2","1","1","1","172","172"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","2","18","26","52","42","50","50"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","3","18","10","32","15.5","324","324"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","4","18","4","15","9.5","325","325"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","5","18","2","9","5","324","324"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","6","15","1","4","2","324","324"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","9","6","1","2","1.5","94","94"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","10","6","1","4","1","24","24"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","13","7","1","3","1","2","2"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","7","12","1","3","1","324","324"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","8","8","1","4","1","180","180"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","11","2","1","1","1","16","16"
"poolLong-fixedTemplates","9","ar_to_en","compatibility","6","1","1","1","1","279","279"
"poolLong-fixedTemplates","11","ar_to_en","approved-only","8","4","1","2","1","167","167"
"poolLong-fixedTemplates","13","ar_to_en","compatibility","11","2","2","2","2","177","177"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","12","2","1","2","1.5","14","14"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","10","3","1","2","2","54","54"
"poolLong-fixedTemplates","13","en_to_ar","compatibility","12","2","1","2","1.5","172","172"
"poolLong-fixedTemplates","13","en_to_ar","approved-only","12","2","1","2","1.5","13","13"
"poolLong-fixedTemplates","13","ar_to_en","approved-only","11","1","1","1","1","28","28"
"minRun2","7","ar_to_en","approved-only","2","72","4","19","14","15","15"
"minRun2","7","ar_to_en","approved-only","3","71","1","11","4","120","120"
"minRun2","7","ar_to_en","approved-only","4","54","1","5","3","269","269"
"minRun2","7","ar_to_en","approved-only","6","27","1","3","1","239","239"
"minRun2","7","ar_to_en","approved-only","7","54","1","3","2","219","219"
"minRun2","7","ar_to_en","approved-only","5","46","1","6","2","266","266"
"minRun2","9","ar_to_en","compatibility","2","72","8","34","22.5","47","47"
"minRun2","9","ar_to_en","compatibility","3","72","1","17","8","279","279"
"minRun2","9","ar_to_en","compatibility","4","66","1","12","4.5","279","279"
"minRun2","9","ar_to_en","compatibility","5","59","1","7","2","279","279"
"minRun2","9","ar_to_en","compatibility","6","24","1","2","1","279","279"
"minRun2","9","ar_to_en","compatibility","7","12","1","5","1","279","279"
"minRun2","9","ar_to_en","compatibility","8","22","1","4","2","279","279"
"minRun2","9","ar_to_en","compatibility","9","42","1","4","1","279","279"
"minRun2","11","ar_to_en","compatibility","2","72","16","42","30.5","47","47"
"minRun2","11","ar_to_en","compatibility","3","72","2","26","12","217","217"
"minRun2","11","ar_to_en","compatibility","4","72","2","24","7","217","217"
"minRun2","11","ar_to_en","compatibility","7","38","1","4","2","217","217"
"minRun2","11","ar_to_en","compatibility","8","19","1","2","1","217","217"
"minRun2","11","ar_to_en","compatibility","5","66","1","8","3","217","217"
"minRun2","11","ar_to_en","compatibility","6","44","1","5","2","217","217"
"minRun2","11","ar_to_en","compatibility","11","28","1","4","1","217","217"
"minRun2","11","ar_to_en","compatibility","9","9","1","3","1","217","217"
"minRun2","11","ar_to_en","compatibility","10","8","1","4","1","217","217"
"minRun2","11","ar_to_en","approved-only","2","72","10","45","30","15","15"
"minRun2","11","ar_to_en","approved-only","3","72","6","24","11","120","120"
"minRun2","11","ar_to_en","approved-only","4","70","2","16","8","269","269"
"minRun2","11","ar_to_en","approved-only","5","69","1","12","3","266","266"
"minRun2","11","ar_to_en","approved-only","6","59","1","7","2","239","239"
"minRun2","11","ar_to_en","approved-only","7","38","1","4","2","219","219"
"minRun2","11","ar_to_en","approved-only","8","23","1","4","1","167","167"
"minRun2","11","ar_to_en","approved-only","11","27","1","2","1","28","28"
"minRun2","11","ar_to_en","approved-only","9","5","1","2","1","78","78"
"minRun2","11","ar_to_en","approved-only","10","17","1","2","1","54","54"
"minRun2","13","ar_to_en","compatibility","2","72","26","70","41.5","47","47"
"minRun2","13","ar_to_en","compatibility","3","72","8","32","16","177","177"
"minRun2","13","ar_to_en","compatibility","4","71","2","24","10","178","178"
"minRun2","13","ar_to_en","compatibility","5","68","2","10","5","178","178"
"minRun2","13","ar_to_en","compatibility","6","59","1","8","2","178","178"
"minRun2","13","ar_to_en","compatibility","8","26","1","4","1.5","178","178"
"minRun2","13","ar_to_en","compatibility","13","22","1","4","1.5","177","177"
"minRun2","13","ar_to_en","compatibility","9","27","1","2","2","178","178"
"minRun2","13","ar_to_en","compatibility","10","13","1","4","1","177","177"
"minRun2","13","ar_to_en","compatibility","7","49","1","4","1","178","178"
"minRun2","13","ar_to_en","compatibility","11","5","1","2","1","177","177"
"minRun2","13","ar_to_en","approved-only","2","72","26","60","40.5","15","15"
"minRun2","13","ar_to_en","approved-only","3","72","4","24","16","120","120"
"minRun2","13","ar_to_en","approved-only","4","72","2","25","10","269","269"
"minRun2","13","ar_to_en","approved-only","5","70","1","11","5","266","266"
"minRun2","13","ar_to_en","approved-only","7","51","1","4","2","219","219"
"minRun2","13","ar_to_en","approved-only","8","33","1","4","2","167","167"
"minRun2","13","ar_to_en","approved-only","13","16","1","2","1","8","8"
"minRun2","13","ar_to_en","approved-only","6","57","1","7","3","239","239"
"minRun2","13","ar_to_en","approved-only","9","29","1","4","1","78","78"
"minRun2","13","ar_to_en","approved-only","10","10","1","2","1","54","54"
"minRun2","13","ar_to_en","approved-only","11","6","1","2","1.5","28","28"
"minRun2","13","ar_to_en","approved-only","12","11","1","2","1","14","14"
"minRun2","13","en_to_ar","compatibility","2","18","26","52","42","172","172"
"minRun2","13","en_to_ar","compatibility","3","18","10","32","15.5","172","172"
"minRun2","13","en_to_ar","compatibility","4","18","4","15","9.5","173","173"
"minRun2","13","en_to_ar","compatibility","5","18","2","9","5","173","173"
"minRun2","13","en_to_ar","compatibility","6","15","1","4","2","173","173"
"minRun2","13","en_to_ar","compatibility","9","6","1","2","1.5","172","172"
"minRun2","13","en_to_ar","compatibility","10","6","1","4","1","172","172"
"minRun2","13","en_to_ar","compatibility","13","7","1","3","1","103","103"
"minRun2","13","en_to_ar","compatibility","7","12","1","3","1","173","173"
"minRun2","13","en_to_ar","compatibility","8","8","1","4","1","173","173"
"minRun2","13","en_to_ar","compatibility","11","2","1","1","1","172","172"
"minRun2","13","en_to_ar","approved-only","2","18","26","52","42","50","50"
"minRun2","13","en_to_ar","approved-only","3","18","10","32","15.5","324","324"
"minRun2","13","en_to_ar","approved-only","4","18","4","15","9.5","325","325"
"minRun2","13","en_to_ar","approved-only","5","18","2","9","5","324","324"
"minRun2","13","en_to_ar","approved-only","6","15","1","4","2","324","324"
"minRun2","13","en_to_ar","approved-only","9","6","1","2","1.5","94","94"
"minRun2","13","en_to_ar","approved-only","10","6","1","4","1","24","24"
"minRun2","13","en_to_ar","approved-only","13","7","1","3","1","2","2"
"minRun2","13","en_to_ar","approved-only","7","12","1","3","1","324","324"
"minRun2","13","en_to_ar","approved-only","8","8","1","4","1","180","180"
"minRun2","13","en_to_ar","approved-only","11","2","1","1","1","16","16"
"minRun2","13","ar_to_en","compatibility","12","7","1","2","2","177","177"
"minRun2","13","en_to_ar","compatibility","12","2","1","2","1.5","172","172"
"minRun2","13","en_to_ar","approved-only","12","2","1","2","1.5","13","13"
"baseline-work-profile","7","ar_to_en","compatibility","3","24","4","18","8","391","391"
"baseline-work-profile","7","ar_to_en","compatibility","7","24","4","6","4","390","390"
"baseline-work-profile","7","ar_to_en","compatibility","5","14","1","6","4.5","391","391"
"baseline-work-profile","7","ar_to_en","compatibility","4","8","2","4","4","391","391"
"baseline-work-profile","7","ar_to_en","compatibility","6","1","1","1","1","390","390"
"baseline-work-profile","7","ar_to_en","approved-only","3","24","6","18","7.5","120","120"
"baseline-work-profile","7","ar_to_en","approved-only","7","24","4","5","4","219","219"
"baseline-work-profile","7","ar_to_en","approved-only","5","15","1","6","5","266","266"
"baseline-work-profile","7","ar_to_en","approved-only","4","8","2","4","4","269","269"
"baseline-work-profile","7","ar_to_en","approved-only","6","1","1","1","1","239","239"
"baseline-work-profile","9","ar_to_en","compatibility","3","24","8","24","20","279","279"
"baseline-work-profile","9","ar_to_en","compatibility","4","20","1","8","4","279","279"
"baseline-work-profile","9","ar_to_en","compatibility","5","22","1","6","3","279","279"
"baseline-work-profile","9","ar_to_en","compatibility","7","6","2","4","3","279","279"
"baseline-work-profile","9","ar_to_en","compatibility","9","24","4","6","4","279","279"
"baseline-work-profile","9","ar_to_en","compatibility","8","2","1","1","1","279","279"
"baseline-work-profile","9","ar_to_en","approved-only","3","24","4","24","18","120","120"
"baseline-work-profile","9","ar_to_en","approved-only","5","23","1","12","4","266","266"
"baseline-work-profile","9","ar_to_en","approved-only","9","24","4","8","4","78","78"
"baseline-work-profile","9","ar_to_en","approved-only","4","19","1","8","4","269","269"
"baseline-work-profile","9","ar_to_en","approved-only","7","8","1","4","1.5","219","219"
"baseline-work-profile","9","ar_to_en","approved-only","8","3","1","1","1","167","167"
"baseline-work-profile","11","ar_to_en","compatibility","3","24","15","30","20","217","217"
"baseline-work-profile","11","ar_to_en","compatibility","4","23","4","18","7","217","217"
"baseline-work-profile","11","ar_to_en","compatibility","5","20","1","10","5","217","217"
"baseline-work-profile","11","ar_to_en","compatibility","7","12","1","5","1","217","217"
"baseline-work-profile","11","ar_to_en","compatibility","11","24","4","6","4","217","217"
"baseline-work-profile","11","ar_to_en","compatibility","6","17","2","6","4","217","217"
"baseline-work-profile","11","ar_to_en","compatibility","9","4","1","2","1.5","217","217"
"baseline-work-profile","11","ar_to_en","approved-only","3","24","14","30","20","120","120"
"baseline-work-profile","11","ar_to_en","approved-only","4","24","1","16","5.5","269","269"
"baseline-work-profile","11","ar_to_en","approved-only","5","22","1","10","4","266","266"
"baseline-work-profile","11","ar_to_en","approved-only","6","21","1","9","4","239","239"
"baseline-work-profile","11","ar_to_en","approved-only","7","16","1","5","2","219","219"
"baseline-work-profile","11","ar_to_en","approved-only","11","24","4","6","4","28","28"
"baseline-work-profile","11","ar_to_en","approved-only","10","1","2","2","2","54","54"
"baseline-work-profile","11","ar_to_en","approved-only","9","2","1","2","1.5","78","78"
"baseline-work-profile","13","ar_to_en","compatibility","3","24","21","47","29.5","177","177"
"baseline-work-profile","13","ar_to_en","compatibility","4","24","4","24","10","178","178"
"baseline-work-profile","13","ar_to_en","compatibility","5","23","1","11","6","178","178"
"baseline-work-profile","13","ar_to_en","compatibility","6","21","1","9","4","178","178"
"baseline-work-profile","13","ar_to_en","compatibility","7","17","1","6","2","178","178"
"baseline-work-profile","13","ar_to_en","compatibility","13","24","4","5","4","177","177"
"baseline-work-profile","13","ar_to_en","compatibility","9","4","1","2","1","178","178"
"baseline-work-profile","13","ar_to_en","compatibility","8","6","1","2","2","178","178"
"baseline-work-profile","13","ar_to_en","compatibility","10","1","1","1","1","177","177"
"baseline-work-profile","13","ar_to_en","compatibility","12","1","1","1","1","177","177"
"baseline-work-profile","13","ar_to_en","approved-only","3","24","22","36","28.5","120","120"
"baseline-work-profile","13","ar_to_en","approved-only","4","24","4","24","8","269","269"
"baseline-work-profile","13","ar_to_en","approved-only","5","24","2","14","7","266","266"
"baseline-work-profile","13","ar_to_en","approved-only","6","20","1","7","4","239","239"
"baseline-work-profile","13","ar_to_en","approved-only","7","14","1","5","2.5","219","219"
"baseline-work-profile","13","ar_to_en","approved-only","13","24","4","6","4","8","8"
"baseline-work-profile","13","ar_to_en","approved-only","8","10","1","4","2","167","167"
"baseline-work-profile","13","ar_to_en","approved-only","9","7","1","2","1","78","78"
"baseline-work-profile","13","en_to_ar","compatibility","2","6","30","52","42","172","172"
"baseline-work-profile","13","en_to_ar","compatibility","3","6","14","24","14.5","172","172"
"baseline-work-profile","13","en_to_ar","compatibility","4","6","7","12","10","173","173"
"baseline-work-profile","13","en_to_ar","compatibility","5","6","4","7","5","173","173"
"baseline-work-profile","13","en_to_ar","compatibility","6","5","1","3","2","173","173"
"baseline-work-profile","13","en_to_ar","compatibility","9","1","1","1","1","172","172"
"baseline-work-profile","13","en_to_ar","compatibility","10","3","1","1","1","172","172"
"baseline-work-profile","13","en_to_ar","compatibility","13","5","1","3","1","103","103"
"baseline-work-profile","13","en_to_ar","compatibility","7","3","1","1","1","173","173"
"baseline-work-profile","13","en_to_ar","compatibility","8","2","1","2","1.5","173","173"
"baseline-work-profile","13","en_to_ar","compatibility","11","1","1","1","1","172","172"
"baseline-work-profile","13","en_to_ar","approved-only","2","6","30","52","42","50","50"
"baseline-work-profile","13","en_to_ar","approved-only","3","6","14","24","14.5","324","324"
"baseline-work-profile","13","en_to_ar","approved-only","4","6","7","12","10","325","325"
"baseline-work-profile","13","en_to_ar","approved-only","5","6","4","7","5","324","324"
"baseline-work-profile","13","en_to_ar","approved-only","6","5","1","3","2","324","324"
"baseline-work-profile","13","en_to_ar","approved-only","9","1","1","1","1","94","94"
"baseline-work-profile","13","en_to_ar","approved-only","10","3","1","1","1","24","24"
"baseline-work-profile","13","en_to_ar","approved-only","13","5","1","3","1","2","2"
"baseline-work-profile","13","en_to_ar","approved-only","7","3","1","1","1","324","324"
"baseline-work-profile","13","en_to_ar","approved-only","8","2","1","2","1.5","180","180"
"baseline-work-profile","13","en_to_ar","approved-only","11","1","1","1","1","16","16"
"baseline-targeted-failures","9","ar_to_en","compatibility","3","72","4","24","17","279","279"
"baseline-targeted-failures","9","ar_to_en","compatibility","4","58","1","8","4","279","279"
"baseline-targeted-failures","9","ar_to_en","compatibility","5","68","1","12","4","279","279"
"baseline-targeted-failures","9","ar_to_en","compatibility","8","4","1","1","1","279","279"
"baseline-targeted-failures","9","ar_to_en","compatibility","9","72","4","7","4","279","279"
"baseline-targeted-failures","9","ar_to_en","compatibility","7","27","1","4","1","279","279"
"baseline-targeted-failures","9","ar_to_en","compatibility","6","1","1","1","1","279","279"
